284;290
284;290
284;290
284;290
284;290
284;290
284;290
284;290
284;290
284;290
284;290
284;290
284;290
284;290
284;290
284;290
284;290
284;290
284;290
284;290
284;296
284;296
284;296
284;296
284;296
284;296
284;296
284;296
290;296
290;296
290;296
290;296
290;296
290;296
290;296
290;296
290;296
290;296
290;296
290;296
284;290
284;290
284;290
284;290
284;290
284;290
284;290
284;290
284;290
284;290
284;290
284;290
284;290
284;290
284;290
284;290
284;290
284;290
284;290
284;290
284;290
284;290
284;290
284;290
284;290
284;290
284;290
284;290
284;290
284;290
284;290
284;290
290;296
290;296
290;296
290;296
290;296
290;296
290;296
290;296
290;296
290;296
290;296
290;296
290;296
290;296
290;296
290;296
290;296
290;296
290;296
290;296
290;296
290;296
290;296
290;296
